대학교,개설연도,과목명,개설학과,교양영역,학점,수강인원,강의설명
서강대학교,2023-1,동남아시아전통사회의이해,전인교육원,,3.0,51,
서강대학교,2023-1,현대사회와복지국가,전인교육원,,3.0,44,
서강대학교,2023-1,결혼준비특강,전인교육원,,3.0,59,
서강대학교,2023-1,인문지리,전인교육원,,3.0,18,
서강대학교,2023-1,세계대전의이해,전인교육원,,3.0,181,
서강대학교,2023-1,4차산업혁명과기업가정신,전인교육원,,2.0,181,
서강대학교,2023-1,한중정치사회의이해(중국어)(중국어강의),전인교육원,,3.0,26,
서강대학교,2023-1,현대아시아도시사회의이해,전인교육원,,3.0,46,
서강대학교,2023-1,문화산업과법,전인교육원,,3.0,98,
서강대학교,2023-1,직장생활과법,전인교육원,,3.0,63,
서강대학교,2023-1,인간과 인권Ⅰ,전인교육원,,2.0,74,
서강대학교,2023-1,고급응용C프로그래밍,융합교육원,,3.0,57,
서강대학교,2023-1,고급응용C프로그래밍,융합교육원,,3.0,47,
서강대학교,2023-1,고급응용C프로그래밍,융합교육원,,3.0,60,
서강대학교,2023-1,AI융합캡스톤디자인과 창업,융합교육원,,3.0,16,
서강대학교,2023-1,AI융합캡스톤디자인과 창업,융합교육원,,3.0,16,
서강대학교,2023-1,바다의이해,전인교육원,,3.0,70,
서강대학교,2023-1,건강과한의학,전인교육원,,3.0,72,
서강대학교,2023-1,비평적글쓰기연습,전인교육원,,3.0,38,
서강대학교,2023-1,법과현대사회,공공인재 연계전공,,3.0,55,
서강대학교,2023-2,현대세계의역사적이해,사학과,,3.0,,
서강대학교,2023-2,문학과문화콘텐츠,국어국문학과,,3.0,,
서강대학교,2023-2,전자공학세미나I,전자공학과,,1.0,,
서강대학교,2023-2,한국정치론,정치외교학과,,3.0,,
서강대학교,2023-2,중국종교의이해,종교학과,,3.0,,
서강대학교,2023-2,미국영웅,미국문화전공,,3.0,,
서강대학교,2023-2,미국의지역문화,미국문화전공,,3.0,,
서강대학교,2023-2,일반심리학,심리학과,,3.0,,
서강대학교,2023-2,일반심리학,심리학과,,3.0,,
서강대학교,2023-2,한국문화와역사,전인교육원,,3.0,,
서강대학교,2023-2,인물로본서양사,전인교육원,,3.0,,
서강대학교,2023-2,이주의역사,전인교육원,,3.0,,
서강대학교,2023-2,인물로본일본사,전인교육원,,3.0,,
서강대학교,2023-2,철학산책,전인교육원,,3.0,,
서강대학교,2023-2,한국문화와종교,전인교육원,,3.0,,
서강대학교,2023-2,"종교,폭력,평화",전인교육원,,3.0,,
서강대학교,2023-2,행복의추구,전인교육원,,3.0,,
서강대학교,2023-2,생명윤리,전인교육원,,3.0,,
서강대학교,2023-2,영성수련,전인교육원,,2.0,,
서강대학교,2023-2,문학치료와스토리텔링,전인교육원,,3.0,,
서강대학교,2023-2,소명과선택,전인교육원,,1.0,,
서강대학교,2023-2,치유의행복학,전인교육원,,3.0,,
서강대학교,2023-2,영양과다이어트,전인교육원,,2.0,,
서강대학교,2023-2,수영,전인교육원,,1.0,,
서강대학교,2023-2,요가,전인교육원,,1.0,,
서강대학교,2023-2,테니스,전인교육원,,1.0,,
서강대학교,2023-2,배드민턴,전인교육원,,1.0,,
서강대학교,2023-2,농구,전인교육원,,1.0,,
서강대학교,2023-2,축구,전인교육원,,1.0,,
서강대학교,2023-2,야구,전인교육원,,1.0,,
서강대학교,2023-2,사회봉사,전인교육원,,2.0,,
서강대학교,2023-2,사회봉사,전인교육원,,2.0,,
서강대학교,2023-2,사회봉사,전인교육원,,2.0,,
서강대학교,2023-2,수화의이해,전인교육원,,2.0,,
서강대학교,2023-2,수화의이해,전인교육원,,2.0,,
서강대학교,2023-2,진로탐색입문,전인교육원,,1.0,,
서강대학교,2023-2,진로탐색입문,전인교육원,,1.0,,
서강대학교,2023-2,학습매니지먼트,전인교육원,,1.0,,
서강대학교,2023-2,세계를간다,전인교육원,,2.0,,
서강대학교,2023-2,인간과영성,전인교육원,,2.0,,
서강대학교,2023-2,사회참여와성찰,전인교육원,,3.0,,
서강대학교,2023-2,글로벌기업 CEO의 기업가 정신 특강,전인교육원,,1.0,,
서강대학교,2023-2,진로탐색심화,전인교육원,,1.0,,
서강대학교,2023-2,SOFEX100동아시아와예수회교육,전인교육원,,3.0,,
서강대학교,2023-2,사회인 준비 특강,전인교육원,,1.0,,
서강대학교,2023-2,한문의이해,전인교육원,,3.0,,
서강대학교,2023-2,다매체시대의고전읽기,전인교육원,,3.0,,
서강대학교,2023-2,서양미술의역사와감상,전인교육원,,3.0,,
서강대학교,2023-2,서양음악의역사와감상,전인교육원,,3.0,,
서강대학교,2023-2,대중음악의이해,전인교육원,,3.0,,
서강대학교,2023-2,드로잉-선을통한사고와표현,전인교육원,,2.0,,
서강대학교,2023-2,동양화그리기,전인교육원,,2.0,,
서강대학교,2023-2,"K-Art, Its Cultural Value and Contents",전인교육원,,2.0,,
서강대학교,2023-2,고급영어회화,전인교육원,,3.0,,
서강대학교,2023-2,영화를통한영어토론,전인교육원,,3.0,,
서강대학교,2023-2,연극을통한영어연습,전인교육원,,3.0,,
서강대학교,2023-2,기본영어,전인교육원,,3.0,,
서강대학교,2023-2,튜터링을통한글쓰기능력신장,전인교육원,,2.0,,
서강대학교,2023-2,튜터링을통한글쓰기능력신장,전인교육원,,2.0,,
서강대학교,2023-2,한국어말하기,전인교육원,,3.0,,
서강대학교,2023-2,한국어말하기,전인교육원,,3.0,,
서강대학교,2023-2,K-pop and Cultural Studies,전인교육원,,3.0,,
서강대학교,2023-2,Korean Language&Culture-Beginner,전인교육원,,3.0,,
서강대학교,2023-2,자기브랜드리더십,전인교육원,,3.0,,
서강대학교,2023-2,안보학,전인교육원,,3.0,,
서강대학교,2023-2,조직리더십,전인교육원,,3.0,,
서강대학교,2023-2,북한의이해와통일후한국,전인교육원,,3.0,,
서강대학교,2023-2,현대사회와복지국가,전인교육원,,3.0,,
서강대학교,2023-2,삶과교육,전인교육원,,3.0,,
서강대학교,2023-2,성의식과인간이해,전인교육원,,3.0,,
서강대학교,2023-2,4차산업혁명과기업가정신,전인교육원,,2.0,,
서강대학교,2023-2,한중정치사회의이해(중국어)(중국어강의),전인교육원,,3.0,,
서강대학교,2023-2,기업으로본아시아현대사회,전인교육원,,3.0,,
서강대학교,2023-2,법이란무엇인가?,전인교육원,,3.0,,
서강대학교,2023-2,문화산업과법,전인교육원,,3.0,,
서강대학교,2023-2,인간과 인권Ⅱ,전인교육원,,2.0,,
서강대학교,2023-2,K-영화와 한류,전인교육원,,3.0,,
서강대학교,2023-2,고급응용C프로그래밍,융합교육원,,3.0,,
서강대학교,2023-2,고급응용C프로그래밍,융합교육원,,3.0,,
서강대학교,2023-2,고급응용C프로그래밍,융합교육원,,3.0,,
서강대학교,2023-2,AI융합캡스톤디자인과 창업,융합교육원,,3.0,,
서강대학교,2023-2,스토리텔링글쓰기연습,전인교육원,,3.0,,
서강대학교,2023-2,영어읽기와토론연습,전인교육원,,3.0,,
서강대학교,2023-2,필드골프I,스포츠미디어 연계전공,,2.0,,
서강대학교,2023-2,태권도,스포츠미디어 연계전공,,1.0,,
서울대학교,2023,글쓰기의 기초,국어국문학과,,,,
서울대학교,2023,인문학글쓰기,기초교육원,,,,
서울대학교,2023,사회과학글쓰기,기초교육원,,,,
서울대학교,2023,과학과 기술 글쓰기,기초교육원,,,,
서울대학교,2023,말하기와 토론,기초교육원,,,,
서울대학교,2023,창의적 사고와 표현,기초교육원,,,,
서울대학교,2023,논리와 비판적 사고,철학과,,,,
서울대학교,2023,초급한국어,국어국문학과,,,,
서울대학교,2023,중급한국어 1,국어국문학과,,,,
서울대학교,2023,중급한국어 2,국어국문학과,,,,
서울대학교,2023,고급한국어,국어국문학과,,,,
서울대학교,2023,초급한문 1,중어중문학과,,,,
서울대학교,2023,초급한문 2,중어중문학과,,,,
서울대학교,2023,중급한문,중어중문학과,,,,
서울대학교,2023,한문명작읽기,중어중문학과,,,,
서울대학교,2023,역사와 철학 한문원전읽기,국사학과,,,,
서울대학교,2023,초급중국어 1,중어중문학과,,,,
서울대학교,2023,초급중국어 2,중어중문학과,,,,
서울대학교,2023,중급중국어 1,중어중문학과,,,,
서울대학교,2023,중급중국어 2,중어중문학과,,,,
서울대학교,2023,중국어회화 1,중어중문학과,,,,
서울대학교,2023,중국어회화 2,중어중문학과,,,,
서울대학교,2023,미디어중국어,중어중문학과,,,,
서울대학교,2023,대학영어 1,영어영문학과,,,,
서울대학교,2023,대학영어 2: 글쓰기,영어영문학과,,,,
서울대학교,2023,대학영어 2: 말하기,영어영문학과,,,,
서울대학교,2023,고급영어: 산문,영어영문학과,,,,
서울대학교,2023,고급영어: 학술작문,영어영문학과,,,,
서울대학교,2023,고급영어: 영화,영어영문학과,,,,
서울대학교,2023,고급영어: 연극,영어영문학과,,,,
서울대학교,2023,고급영어: 문화와 사회,영어영문학과,,,,
서울대학교,2023,고급영어: 발표,영어영문학과,,,,
서울대학교,2023,고급영어: 문학,영어영문학과,,,,
서울대학교,2023,기초영어,영어영문학과,,,,
서울대학교,2023,초급프랑스어 1,불어불문학과,,,,
서울대학교,2023,초급프랑스어 2,불어불문학과,,,,
서울대학교,2023,중급프랑스어 1,불어불문학과,,,,
서울대학교,2023,중급프랑스어 2,불어불문학과,,,,
서울대학교,2023,프랑스어 글쓰기,불어불문학과,,,,
서울대학교,2023,프랑스어 말하기,불어불문학과,,,,
서울대학교,2023,시사프랑스어,불어불문학과,,,,
서울대학교,2023,초급독일어 1,독어독문학과,,,,
서울대학교,2023,초급독일어 2,독어독문학과,,,,
서울대학교,2023,중급독일어 1,독어독문학과,,,,
서울대학교,2023,중급독일어 2,독어독문학과,,,,
서울대학교,2023,독일어 글쓰기,독어독문학과,,,,
서울대학교,2023,독문강독,독어독문학과,,,,
서울대학교,2023,시사독일어,독어독문학과,,,,
서울대학교,2023,초급러시아어 1,노어노문학과,,,,
서울대학교,2023,초급러시아어 2,노어노문학과,,,,
서울대학교,2023,중급러시아어 1,노어노문학과,,,,
서울대학교,2023,중급러시아어 2,노어노문학과,,,,
서울대학교,2023,러시아어 말하기,노어노문학과,,,,
서울대학교,2023,러시아어로 읽는 문화와 예술,노어노문학과,,,,
서울대학교,2023,시사 러시아어,노어노문학과,,,,
서울대학교,2023,초급스페인어 1,서어서문학과,,,,
서울대학교,2023,초급스페인어 2,서어서문학과,,,,
서울대학교,2023,중급스페인어 1,서어서문학과,,,,
서울대학교,2023,중급스페인어 2,서어서문학과,,,,
서울대학교,2023,스페인어 글쓰기,서어서문학과,,,,
서울대학교,2023,스페인어 말하기,서어서문학과,,,,
서울대학교,2023,시사스페인어,서어서문학과,,,,
서울대학교,2023,포르투갈어입문 1,서어서문학과,,,,
서울대학교,2023,포르투갈어입문 2,서어서문학과,,,,
서울대학교,2023,이태리어 1,언어학과,,,,
서울대학교,2023,이태리어 2,언어학과,,,,
서울대학교,2023,스와힐리어 1,언어학과,,,,
서울대학교,2023,스와힐리어 2,언어학과,,,,
서울대학교,2023,몽골어 1,언어학과,,,,
서울대학교,2023,핀란드어 1,언어학과,,,,
서울대학교,2023,핀란드어 2,언어학과,,,,
서울대학교,2023,히브리어 1,언어학과,,,,
서울대학교,2023,산스크리트어 1,아시아언어문명학부,,,,
서울대학교,2023,산스크리트어 2,아시아언어문명학부,,,,
서울대학교,2023,고급일본어 1,아시아언어문명학부,,,,
서울대학교,2023,고급일본어 2,아시아언어문명학부,,,,
서울대학교,2023,아랍어 1,아시아언어문명학부,,,,
서울대학교,2023,아랍어 2,아시아언어문명학부,,,,
서울대학교,2023,힌디어 1,아시아언어문명학부,,,,
서울대학교,2023,힌디어 2,아시아언어문명학부,,,,
서울대학교,2023,말레이-인도네시아어 1,아시아언어문명학부,,,,
서울대학교,2023,말레이-인도네시아어 2,아시아언어문명학부,,,,
서울대학교,2023,터키어 1,아시아언어문명학부,,,,
서울대학교,2023,터키어 2,아시아언어문명학부,,,,
서울대학교,2023,베트남어 1,아시아언어문명학부,,,,
서울대학교,2023,베트남어 2,아시아언어문명학부,,,,
서울대학교,2023,고전그리스어 1,협동과정 서양고전학전공,,,,
서울대학교,2023,고전그리스어 2,협동과정 서양고전학전공,,,,
서울대학교,2023,라틴어 1,협동과정 서양고전학전공,,,,
서울대학교,2023,라틴어 2,협동과정 서양고전학전공,,,,
서울대학교,2023,수학 1,수리과학부,,,,
서울대학교,2023,수학연습 1,수리과학부,,,,
서울대학교,2023,수학 2,수리과학부,,,,
서울대학교,2023,수학연습 2,수리과학부,,,,
서울대학교,2023,고급수학 1,수리과학부,,,,
서울대학교,2023,고급수학연습 1,수리과학부,,,,
서울대학교,2023,고급수학 2,수리과학부,,,,
서울대학교,2023,고급수학연습 2,수리과학부,,,,
서울대학교,2023,미적분학 1,수리과학부,,,,
서울대학교,2023,미적분학연습 1,수리과학부,,,,
서울대학교,2023,미적분학 2,수리과학부,,,,
서울대학교,2023,미적분학연습 2,수리과학부,,,,
서울대학교,2023,생명과학을 위한 수학 1,수리과학부,,,,
서울대학교,2023,생명과학을 위한 수학 2,수리과학부,,,,
서울대학교,2023,경영학을 위한 수학,수리과학부,,,,
서울대학교,2023,인문사회계를 위한 수학 1,수리과학부,,,,
서울대학교,2023,인문사회계를 위한 수학 2,수리과학부,,,,
서울대학교,2023,수학의 기초와 응용 1,수리과학부,,,,
서울대학교,2023,공학수학 1,기초교육원,,,,
서울대학교,2023,공학수학 2,기초교육원,,,,
서울대학교,2023,기초수학 1,수리과학부,,,,
서울대학교,2023,기초수학 2,수리과학부,,,,
서울대학교,2023,미적분학의 첫걸음,수리과학부,,,,
서울대학교,2023,통계학,통계학과,,,,
서울대학교,2023,통계학실험,통계학과,,,,
서울대학교,2023,통계학의 개념 및 실습,통계학과,,,,
서울대학교,2023,생명과학을 위한 통계학,통계학과,,,,
서울대학교,2023,생명과학을 위한 통계학실험,통계학과,,,,
서울대학교,2023,물리학 1,물리⋅천문학부,,,,
서울대학교,2023,물리학 2,물리⋅천문학부,,,,
서울대학교,2023,고급물리학 1,물리⋅천문학부,,,,
서울대학교,2023,고급물리학 2,물리⋅천문학부,,,,
서울대학교,2023,물리의 기본 1,물리⋅천문학부,,,,
서울대학교,2023,물리의 기본 2,물리⋅천문학부,,,,
서울대학교,2023,물리학,물리⋅천문학부,,,,
서울대학교,2023,인문사회계를 위한 물리학,물리⋅천문학부,,,,
서울대학교,2023,물리학실험 1,물리⋅천문학부,,,,
서울대학교,2023,물리학실험 2,물리⋅천문학부,,,,
서울대학교,2023,물리학실험,물리⋅천문학부,,,,
서울대학교,2023,기초물리학 1,물리⋅천문학부,,,,
서울대학교,2023,기초물리학 2,물리⋅천문학부,,,,
서울대학교,2023,천문학,물리⋅천문학부,,,,
서울대학교,2023,천문학실험,물리⋅천문학부,,,,
서울대학교,2023,화학 1,화학부,,,,
서울대학교,2023,화학 2,화학부,,,,
서울대학교,2023,화학,화학부,,,,
서울대학교,2023,고급화학,화학부,,,,
서울대학교,2023,화학실험 1,화학부,,,,
서울대학교,2023,화학실험 2,화학부,,,,
서울대학교,2023,화학실험,화학부,,,,
서울대학교,2023,기초화학 1,화학부,,,,
서울대학교,2023,기초화학 2,화학부,,,,
서울대학교,2023,생물학 1,생명과학부,,,,
서울대학교,2023,생물학 2,생명과학부,,,,
서울대학교,2023,생물학,생명과학부,,,,
서울대학교,2023,인문사회계를 위한 생물학,생명과학부,,,,
서울대학교,2023,생물학실험 1,생명과학부,,,,
서울대학교,2023,생물학실험 2,생명과학부,,,,
서울대학교,2023,생물학실험,생명과학부,,,,
서울대학교,2023,기초생물학 1,생명과학부,,,,
서울대학교,2023,기초생물학 2,생명과학부,,,,
서울대학교,2023,지구환경과학,지구환경과학부,,,,
서울대학교,2023,지구환경과학실험,지구환경과학부,,,,
서울대학교,2023,대기과학,지구환경과학부,,,,
서울대학교,2023,대기과학실험,지구환경과학부,,,,
서울대학교,2023,지구시스템과학,지구환경과학부,,,,
서울대학교,2023,지구시스템과학실험,지구환경과학부,,,,
서울대학교,2023,해양학,지구환경과학부,,,,
